GEOID,Total population,White,Black,Asian,Hispanic
36047033100,4441,2209,1913,0,180
36047033300,4578,2935,1192,10,363
36047033500,3218,1793,1191,26,111
36047033600,5217,4023,161,669,309
36047033701,2603,869,1177,7,550
36047033702,1660,1183,257,43,177
36047033900,4720,766,3091,281,279
36047034000,1998,681,738,97,482
36047034100,3240,567,2084,49,274
36047034200,6615,1910,2013,88,2520
36047034300,5340,344,3253,0,1340
36047034500,2833,944,1577,25,161
36047034700,3720,164,3096,10,432
36047034800,2851,572,229,543,1507
36047034901,1937,171,1585,61,29
36047034902,3934,396,3188,20,275
36047035000,3355,3313,15,0,27
36047035101,2565,141,1379,95,911
36047035102,2659,779,1711,11,143
36047035200,1401,926,301,96,78
36047035301,2731,265,1747,56,541
36047035302,3022,776,1642,80,524
36047035500,5772,774,4153,0,659
36047035601,2879,2590,81,0,150
36047035602,5875,5308,97,60,23
36047035701,2414,43,1977,7,302
36047035900,5944,470,4261,74,603
36047036001,3055,2566,0,90,106
36047036002,4311,3775,31,155,1
36047036100,2914,188,2032,5,627
36047036200,3866,2023,59,378,809
36047036300,5861,181,4278,38,1253
36047036400,2441,1479,14,271,475
36047036501,3299,10,2859,32,398
36047036502,1655,25,672,0,911
36047036700,1942,107,809,0,940
36047036900,5840,559,3394,144,1716
36047037000,4358,2908,11,1141,182
36047037100,5344,704,3351,7,1001
36047037300,4831,778,2831,158,712
36047037401,4735,3206,368,478,352
36047037402,4967,3119,186,563,788
36047037500,3269,615,1689,76,782
36047037700,5229,864,3479,94,533
36047037900,5122,450,4027,51,442
36047038100,5605,784,3525,159,963
36047038200,6190,198,2469,1322,1999
36047038300,5573,898,3889,255,256
36047038500,4556,433,2987,136,497
36047038600,3336,1087,0,1295,894
36047038800,4691,3255,406,474,521
36047038900,3072,1139,182,260,1452
36047039000,2592,2320,0,96,176
36047039100,3844,1278,215,520,1732
36047039200,3370,2740,244,47,327
36047039400,2184,1697,66,130,159
36047039600,2090,1785,70,41,144
36047039700,3076,712,1168,45,1081
36047039800,3103,689,0,1579,594
36047039900,4551,613,1430,37,2169
36047040000,3073,1172,28,1530,335
36047040100,3423,671,1132,188,1261
36047040200,2936,862,0,1613,400
36047040300,4094,638,2225,119,1047
36047040400,2563,986,43,1312,142
36047040500,1584,237,558,63,667
36047040600,3992,1130,51,1991,618
36047040800,3862,1117,44,2261,354
36047040900,4358,623,639,61,2730
36047041000,2055,1667,15,313,50
36047041100,3778,813,1210,3,1369
36047041200,3454,1900,0,1235,211
36047041300,3646,746,1312,141,1296
36047041401,1396,1153,36,93,55
36047041402,2052,1397,0,45,397
36047041500,4472,840,1474,170,1803
36047041600,2178,1522,32,105,242
36047041700,3330,441,545,134,2118
36047041800,2785,2246,13,156,234
36047041900,3866,556,890,317,2103
36047042000,1812,1530,7,6,222
36047042100,4505,1256,360,308,2506
36047042200,3624,2193,129,223,569
36047042300,3990,1352,256,244,1979
36047042400,3753,1486,4,1722,447
36047042500,3412,1015,164,60,2113
36047042600,4782,2071,105,1526,931
36047042700,4690,1755,164,337,2177
36047042800,3892,1686,75,1613,298
36047042900,5558,1167,95,313,3636
36047043000,3738,1536,4,1166,781
36047043100,4695,1504,265,196,2531
36047043200,4504,1827,49,1748,749
36047043300,3820,348,285,128,2897
36047043400,4014,1359,102,1784,444
36047043500,5191,558,727,365,3519
36047043600,5057,2536,49,1222,896
36047043700,6041,1037,518,139,4093
36047043800,2463,1896,74,244,113
36047043900,3919,305,679,599,2232
36047044000,2952,2377,25,87,375
36047044100,5563,950,332,542,3617
36047044200,2499,2405,6,0,43
36047044300,4537,1727,140,347,2181
36047044400,3900,2900,35,232,727
36047044500,4519,1315,115,407,2404
36047044600,2055,655,26,906,339
36047044700,2487,840,281,33,1245
36047044800,1918,1568,0,207,118
36047044901,2884,566,1234,56,1006
36047045000,982,862,13,74,33
36047045200,2766,2389,88,88,49
36047045300,2291,649,577,19,904
36047045400,1737,1262,80,10,385
36047045600,2202,1205,15,466,336
36047045800,1196,1041,33,0,115
36047046000,3529,1477,144,923,880
36047046201,2287,1574,8,488,54
36047046202,1960,1728,37,165,25
36047046400,2847,2444,21,190,114
36047046800,2213,2202,5,0,6
36047047000,2527,2408,3,0,80
36047047200,3009,2818,28,18,7
36047047400,2590,2311,5,33,8
36047047600,3132,2733,155,16,59
36047047700,4017,2889,104,263,475
36047047800,4398,3386,7,286,441
36047048000,3324,1941,66,488,829
36047048100,3053,1309,155,166,1331
36047048200,5545,2528,374,1473,1097
36047048400,5889,3965,225,1031,562
36047048500,2329,1076,162,105,894
36047048600,3556,914,634,1245,709
36047048800,4420,1975,365,1228,710
36047048900,3709,141,1262,20,2286
36047049000,5573,2334,292,1589,999
36047049100,6993,2054,665,1736,2538
36047049200,2978,1552,337,563,347
36047049301,2408,110,609,0,1689
36047049302,5262,1091,374,259,3257
36047049400,5372,2815,445,926,787
36047049500,2546,1603,236,174,511
36047049600,3938,1534,111,1338,911
36047049700,3076,2157,66,322,424
36047049800,4036,1363,87,1359,1011
36047049900,2088,1479,54,85,182
36047050002,1966,984,188,215,333
36047050100,3373,1979,87,191,828
36047050300,2910,1892,45,150,554
36047050401,3171,1702,406,530,289
36047050402,1758,1160,410,18,121
36047050500,4136,946,624,534,1984
36047050700,3780,3121,147,34,432
36047050801,3719,404,2050,168,1053
36047050804,6597,1564,2931,413,1530
36047050900,6003,5386,26,0,302
36047051001,4491,273,3536,148,369
36047051002,4038,531,2233,98,985
36047051100,4491,1840,239,870,1418
36047051300,5825,2629,98,269,2296
36047051400,7733,1241,3568,403,2162
36047051500,2812,1843,97,404,369
36047051601,5132,647,3257,248,781
36047051602,3843,327,2583,36,834
36047051700,2857,1829,38,206,530
36047051800,3455,915,1459,109,607
36047051900,5257,3616,178,708,602
36047052000,3951,1670,888,627,581
36047052300,5376,1937,208,319,2761
36047052500,3321,2062,97,115,974
36047052600,4366,1896,633,868,884
36047052700,6917,1886,68,709,4149
36047052800,1935,1161,154,440,98
36047052900,2920,2507,0,1,412
36047053000,4133,2432,64,885,475
36047053101,2915,2583,74,0,258
36047053102,6244,5865,0,118,54
36047053200,2759,1392,184,494,150
36047053300,6367,6255,40,1,69
36047053400,4927,2603,337,1631,168
36047053500,4033,3694,0,0,214
36047053700,4275,4155,66,26,22
36047053800,5759,3655,620,800,576
36047053900,2878,2092,46,17,723
36047054200,4138,3489,62,147,330
36047054400,4140,3303,0,695,98
36047054600,5445,3769,202,656,387
36047054700,6717,5044,289,124,990
36047054800,2248,2046,47,39,65
36047054900,4577,2987,0,263,1144
36047055000,3773,2812,59,279,596
36047055100,5413,2790,156,314,1883
36047055200,3625,2438,4,798,134
36047055300,3065,1797,6,119,968
36047055400,4252,3073,32,576,409
36047055500,9345,5256,146,1223,1790
36047055600,4079,3099,40,410,412
36047055700,1834,1151,14,132,452
36047055800,2511,1668,36,454,281
36047056000,3651,2943,103,352,186
36047056100,3776,2757,66,220,427
36047056200,1936,1666,0,155,29
36047056301,4387,2910,85,280,968
36047056302,1638,784,290,96,467
36047056400,2735,1492,96,749,325
36047056500,3432,2761,0,119,418
36047056600,2679,1186,369,935,96
36047056800,1440,817,0,453,51
36047056900,1762,1384,20,29,247
36047057000,3790,2143,87,728,713
36047057100,4036,2949,1,150,336
36047057200,5394,1023,2841,499,1003
36047057300,2545,1989,34,84,259
36047057400,2993,1106,1,1711,145
36047057500,4417,3104,127,109,759
36047057600,3157,1236,36,1637,112
36047057800,2964,1343,93,953,402
36047057901,1274,654,159,98,328
36047058000,4214,1747,260,1509,497
36047058200,2697,1071,57,505,975
36047058400,3655,2551,106,787,148
36047058600,2769,741,203,1708,107
36047058800,3542,2212,39,844,266
36047058901,1804,1634,0,32,99
36047059000,2025,785,73,627,517
36047059100,3963,3003,63,94,661
36047059200,4190,2568,137,666,318
36047059300,2396,1865,38,68,347
36047059402,5942,4222,53,1361,115
36047059403,3456,1352,0,1872,219
36047059404,4313,2541,177,1245,312
36047059600,2445,1903,35,326,0
36047059800,3712,2872,132,407,22
36047060000,6344,4697,68,647,781
36047060600,2896,2099,14,504,181
36047060800,3986,2991,67,518,304
36047061002,5247,5178,0,0,36
36047061003,1842,518,27,523,774
36047061004,6218,5178,0,330,516
36047061200,1169,1021,0,8,117
36047061600,1508,1457,23,0,28
36047062000,2021,1990,0,31,0
36047062200,2786,1766,307,313,329
36047062600,3105,1821,51,941,151
36047062800,5009,3710,0,498,668
36047063200,1471,1212,34,148,18
36047063600,1254,839,0,327,66
36047063800,2258,1543,148,385,171
36047064000,1768,1524,0,92,143
36047064200,2617,2015,69,266,84
36047064400,2981,1632,323,679,252
36047064600,2337,1598,22,521,118
36047064800,2430,1513,514,109,288
36047065000,1524,499,460,173,376
36047065200,1173,885,45,67,135
36047065400,1592,1150,9,344,65
36047065600,1900,1302,25,457,98
36047065800,1853,1079,0,547,211
36047066000,2100,1459,7,290,120
36047066200,1392,886,27,264,171
36047067000,2928,673,1572,378,221
36047067200,1713,173,1178,164,198
36047067400,1968,230,1275,190,70
36047067600,1847,115,1334,42,293
36047067800,3312,120,2982,0,69
36047068000,2096,110,1322,75,314
36047068200,2587,404,1581,148,326
36047068600,1721,868,503,232,100
36047068800,1872,338,933,267,255
36047069000,2007,229,1206,30,500
36047069200,2354,247,1585,93,341
36047069601,3400,1302,1619,79,337
36047069800,1534,728,74,332,252
36047070000,1344,1088,142,26,88
36047070201,5775,4965,86,88,175
36047072000,2109,102,1675,33,182
36047072200,3165,38,2294,34,459
36047072400,1939,28,1828,1,33
36047072600,2392,76,1775,82,217
36047072800,3791,54,3258,227,64
36047073000,2676,89,2323,77,46
36047073200,2195,32,1906,100,91
36047073400,1720,36,1245,106,132
36047073600,3186,129,2030,525,282
36047073800,3863,1103,1759,214,752
36047074000,3963,414,2469,591,345
36047074200,3144,1448,1150,56,142
36047074400,3084,2564,215,80,95
36047074600,2643,1953,397,75,161
36047074800,1725,1255,266,114,81
36047075000,3104,2276,311,77,285
36047075200,1076,1062,8,6,0
36047075400,1262,1242,12,0,8
36047075600,2121,1813,74,35,192
36047075800,1742,1517,54,43,70
36047076000,2935,2578,172,31,58
36047076200,4633,1727,648,1223,989
36047076400,4230,985,1893,614,560
36047076600,2182,365,1423,56,212
36047076800,4064,3073,11,631,179
36047077000,2583,471,1789,123,86
36047077200,3560,1346,1536,97,317
36047077400,3441,732,1980,221,430
36047077600,3882,504,2854,276,134
36047078000,2413,80,2199,43,91
36047078200,4349,91,3051,140,804
36047078400,2830,72,2070,210,147
36047078601,2475,175,1468,413,396
36047078602,2122,183,1499,125,212
36047078801,2208,48,1777,0,164
36047078802,1793,0,1504,21,117
36047079001,1747,217,1439,19,30
36047079002,3042,28,2422,49,312
36047079201,1200,118,1015,8,34
36047079202,2255,143,1646,89,247
36047079400,1978,139,1318,19,292
36047079601,3681,1194,1803,155,372
36047079602,5324,702,2698,255,1344
36047079801,3198,1199,1264,288,160
36047080000,3697,1199,2020,78,248
36047080200,5008,764,3490,175,456
36047080400,3238,460,2470,58,133
36047080600,3466,907,1977,112,231
36047080800,1796,214,1134,73,375
36047081000,2530,359,1621,137,237
36047081400,2655,123,2156,72,289
36047081600,2922,271,2180,192,231
36047081800,4280,529,3110,259,162
36047082000,5436,489,4160,132,261
36047082200,7594,752,5746,110,700
36047082400,5116,175,4436,0,248
36047082600,4923,132,4436,0,139
36047082800,3531,173,2920,60,258
36047083000,6490,36,5436,80,782
36047083200,2135,10,1830,71,52
36047083400,1650,39,1264,101,72
36047083600,2031,0,1636,41,76
36047083800,2109,1,1803,4,106
36047084000,2631,46,2315,11,220
36047084600,1905,28,1526,0,50
36047084800,1645,5,1385,47,157
36047085000,1747,0,1730,0,13
36047085400,1998,91,1538,36,184
36047085600,3947,111,3313,56,232
36047085800,1995,0,1647,8,84
36047086000,3323,13,3121,9,85
36047086200,3008,84,2620,0,214
36047086400,2922,0,2631,23,213
36047086600,3289,133,2488,20,487
36047086800,3366,21,2942,103,227
36047087000,3253,203,2550,44,379
36047087200,3045,261,2309,127,104
36047087401,3730,162,2939,0,138
36047087600,1825,429,1278,8,74
36047087800,2448,0,2158,0,85
36047088001,2135,57,1856,8,197
36047088002,1187,296,757,17,66
36047088200,6411,824,4815,0,613
36047088400,4640,78,3430,71,43
36047088600,4078,81,3527,6,220
36047088800,4191,10,3531,106,461
36047089000,6935,165,6281,0,178
36047089200,3130,59,2616,0,274
36047089400,3369,23,3125,0,123
36047089600,3272,14,2336,117,595
36047089800,2227,66,1483,0,163
36047090000,4542,108,3363,0,868
36047090200,3509,84,2242,241,852
36047090600,3476,33,2303,0,1024
36047090800,5498,111,3579,121,1514
36047091000,4613,0,2492,137,1730
36047091200,5312,40,3653,34,1585
36047091600,3686,30,2462,20,879
36047091800,2340,19,1318,0,1003
36047092000,2247,0,1877,44,326
36047092200,2335,223,1683,0,290
36047092400,2673,122,2120,0,382
36047092800,2745,4,2408,0,175
36047093000,3046,20,2912,5,32
36047093200,1537,70,1215,20,225
36047093400,2585,47,2219,0,157
36047093600,1679,21,1645,2,11
36047093800,2736,120,2478,0,48
36047094401,3330,30,3151,0,109
36047094402,3314,66,2881,70,273
36047094600,1888,3,1713,57,86
36047095000,2751,156,2265,0,291
36047095400,4340,52,4041,32,201
36047095600,4524,372,4028,0,68
36047095800,3378,227,2620,123,279
36047096200,1679,127,1331,15,181
36047096400,2469,96,1882,99,181
36047096600,2525,38,1814,63,361
36047096800,1511,37,965,91,214
36047097000,2696,161,1414,9,702
36047097400,2792,130,2067,60,477
36047098200,4526,0,3401,0,1059
36047098400,2233,65,2002,0,113
36047098600,2857,156,2346,88,154
36047098800,3348,92,2576,191,419
36047099000,1742,125,1473,7,79
36047099200,2483,41,2189,60,60
36047099400,2057,13,1739,136,99
36047099600,3496,178,3091,103,61
36047099800,4005,303,3398,21,251
36047100400,3004,142,2640,32,69
36047100600,2809,165,2232,95,114
36047100800,2236,156,1819,36,188
36047101000,2293,95,1836,79,179
36047101200,2324,30,1899,127,172
36047101400,2169,59,1809,55,217
36047101600,1710,12,1554,0,32
36047101800,2176,53,1638,209,159
36047102000,2261,49,2139,0,60
36047102200,2364,413,1491,189,126
36047102400,2245,142,1912,0,47
36047102600,3193,144,2575,92,138
36047102801,1610,27,1329,152,35
36047103401,4379,47,3097,0,1095
36047105801,6094,1407,3378,112,879
36047107001,2992,82,2065,8,587
36047107800,4667,37,3870,0,616
36047109800,2460,200,1594,109,394
36047110400,4811,73,3565,2,863
36047110600,4994,75,2850,0,2017
36047111000,3120,60,1993,43,978
36047111600,3617,51,2477,0,1055
36047111800,3953,60,2387,226,1120
36047112000,3353,5,2138,49,1161
36047112200,2946,30,1885,115,774
36047112400,3938,65,2928,0,860
36047112600,4029,0,3023,148,758
36047112800,4024,134,3199,0,691
36047113000,4087,78,2652,41,1072
36047113200,2315,93,1840,0,365
36047113400,2566,57,1520,0,807
36047114201,1497,53,457,39,926
36047114202,3001,82,828,0,2024
36047114400,2849,97,1383,46,1296
36047114600,3119,49,605,214,2140
36047115000,2839,23,1439,23,1344
36047115200,3664,274,1671,56,1245
36047115600,4320,2,3219,26,1070
36047115800,3020,67,1806,38,818
36047116000,2781,40,1849,0,779
36047116200,2728,0,2130,126,312
36047116400,4063,52,2388,85,1365
36047116600,3028,76,1336,291,1256
36047116800,2538,34,685,84,1735
36047117000,1914,34,180,43,1657
36047117201,2427,84,348,45,1871
36047117202,4492,48,1422,78,2612
36047117400,3919,172,659,38,2920
36047117601,3333,162,470,65,2619
36047117602,2782,231,313,166,1927
36047117800,1924,38,273,214,1294
36047118201,3329,152,522,249,2160
36047118202,3581,269,579,213,2454
36047118400,4899,396,442,435,3550
36047118800,4814,553,1485,962,1308
36047119000,2372,94,812,94,1219
36047119200,3421,40,1559,177,1335
36047119400,5898,68,3621,593,1496
36047119600,5099,94,2248,662,1889
36047119800,3664,185,1130,27,2302
36047120000,2769,45,1280,733,413
36047120200,2160,97,981,578,344
36047120801,5672,63,3936,550,902
36047120802,4556,65,3746,0,680
36047120803,1916,149,1414,4,349
36047121000,4237,0,2437,0,1800
36047121400,4720,19,2800,8,1870
36047122000,6741,61,6131,0,549
36047123700,8372,7763,122,0,394
36081032000,5220,186,3771,191,677
36081068000,5726,28,5330,46,307
36081048302,2300,66,0,1026,1208
36005007100,2827,32,871,65,1827
36005007500,6295,24,1837,90,4259
36005014100,6384,176,2338,10,3668
36005018502,6503,66,2260,0,3975
36081024500,5095,1868,20,1609,1514
36081024700,1438,207,12,821,378
36085014606,5732,4498,45,157,905
36047007500,4811,3574,85,313,739
36047007700,6211,4489,199,489,534
36081056800,5310,209,2933,343,1252
36081058000,4407,14,2980,47,465
36081013700,1880,1388,0,104,292
36081014100,1680,795,32,275,454
36047105804,6831,971,4507,318,1013
36005037600,2071,194,660,85,1078
36005017300,6373,84,2326,107,3801
36005033700,2644,1764,150,116,553
36005034500,3645,1824,330,101,1314
36005033500,2158,1230,257,95,513
36005035100,3744,1894,256,63,1368
36005011502,4210,38,1301,7,2768
36005012300,4582,0,2016,25,2536
36081051100,2562,1345,28,300,806
36005003700,277,5,70,0,202
36061014700,3041,1611,54,861,237
36061015102,7426,3356,647,1725,682
36061008601,3042,1769,82,825,338
36061008800,8108,5238,241,1655,117
36005006000,1295,12,39,11,1228
36005022000,1917,10,444,40,1423
36061009000,7775,5425,214,1500,503
36047050803,2752,521,1542,80,513
36047079802,5129,1516,2554,315,493
36005006100,3955,75,3094,28,752
36005025700,1793,46,224,4,1492
36061029900,3757,122,663,11,2844
36047152200,3578,1533,406,852,410
36005005300,5472,32,2766,0,2509
36005024700,1967,23,856,134,944
36081060300,2050,1121,0,135,794
36081061301,5877,3072,41,208,2502
36081089201,9069,7766,98,150,1002
36081006201,5920,2890,439,891,1610
36081088400,9187,6660,363,235,1849
36005018301,4657,437,1414,113,2562
36005019500,7766,172,2415,50,4930
36005005902,2730,255,690,28,1672
36085014604,7392,6106,0,502,614
36085014605,4043,3596,2,186,185
36081029100,6262,818,68,3752,1479
36081029300,1234,153,4,761,200
36085005901,3316,2199,161,212,695
36047051200,6470,1293,3735,93,1111
36081032900,3253,573,514,871,1267
36005016600,2397,541,183,188,1367
36005019400,2162,330,318,205,1140
36081001800,3058,260,76,498,1751
36081002000,1746,230,5,308,1103
36047050600,5820,1379,2072,705,1525
36081049900,5705,583,81,3764,1040
36081050700,3717,2158,17,904,638
36061024000,1845,256,1006,46,504
36005001902,1399,246,387,29,650
36047006300,2284,1647,29,114,256
36047005100,2967,2307,1,159,164
36047005900,1234,783,145,5,259
36081038100,7058,343,673,320,5582
36085021300,5027,1735,836,51,2325
36085024700,2886,784,723,576,765
36005005100,6087,30,2245,0,3742
36005006301,5521,785,1467,121,3059
36061030300,4393,1497,248,98,2392
36085019800,7733,6330,78,420,770
36085020803,8451,7847,0,249,301
36047035400,6315,6014,114,0,117
36047036600,4315,1656,132,878,1122
36081003900,1363,311,39,75,852
36081034700,2923,211,327,636,1677
36005015700,5155,79,1593,0,3000
36005016100,4787,53,1608,0,3073
36061031703,6419,4526,124,993,277
36061031704,10558,6389,138,2703,1090
36085029106,3529,2432,137,128,618
36047001300,2028,1268,211,303,160
36085013203,6684,5200,278,217,762
36085013204,5246,3986,15,392,726
36085013201,1417,1070,48,87,167
36085013800,6705,5375,0,420,671
36061011700,4900,2635,387,956,696
36061012901,7025,3918,266,1806,744
36047017100,4357,2986,13,223,954
36047050202,2460,1752,19,135,363
36047050001,2250,1269,181,392,240
36047150200,2807,2426,18,180,154
36081056400,1216,269,55,287,405
36061023900,3433,453,743,166,1902
36061024500,15041,2224,1688,507,10342
36047054500,7650,4961,1172,40,1471
36081030904,2691,691,10,841,993
36081030905,2860,347,77,957,1423
36047069602,5748,3022,1586,424,579
36047070601,3468,2672,193,66,189
36081069000,4213,168,3618,25,213
36081069400,3607,176,2810,81,406
36085014100,2463,822,433,317,771
36085014700,3288,2829,102,37,300
36085017016,4758,3921,0,253,475
36005005600,2168,64,344,157,1388
36005006200,6710,108,1942,0,4660
36081127700,3331,2418,391,414,87
36061001300,4844,2865,348,1053,275
36061002100,7379,5043,486,965,671
36005021601,4625,57,892,388,3158
36005021602,6195,149,1684,1989,1997
36061024302,7183,110,2796,108,3972
36081138502,94,63,4,8,19
36081152901,6291,1778,378,3753,348
36081047600,1496,641,173,555,99
36047014102,2027,912,0,381,546
36047010100,4393,1128,137,182,2809
36081024300,5203,1082,76,1736,2203
36081048900,1609,114,21,726,748
36047014500,4048,2539,61,304,941
36047011700,2961,1114,154,340,1209
36047014300,4000,1891,203,297,1394
36005021001,8111,180,3957,553,3275
36005023800,2480,462,361,213,1361
36061000202,6789,1799,1155,1191,2594
36047002100,5540,3697,373,1016,231
36047038700,4157,920,2004,592,528
36047039500,3838,1460,954,110,1214
36047028900,3782,465,2317,80,776
36047039300,4284,1219,565,489,1899
36005009302,566,71,235,18,237
36081003600,3811,448,136,968,2174
36047118600,3516,101,1043,975,1282
36047032700,2870,658,1655,61,453
36005003500,3880,105,952,0,2799
36005007300,4301,36,1455,0,2674
36085007500,4269,1829,1009,138,883
36085007700,1646,123,780,84,654
36081001902,4143,1563,51,2159,196
36081047500,5178,350,61,3075,1663
36081068700,4354,1329,35,1881,1061
